id,created_at,symbol,body,sentiment_basic,user_id,user_followers
658455903,2026-07-07T16:05:41Z,UBER,"$UBER nice, hive all gains away since Market Open. Same behavious as every day. Don&#39;t be Happy before Market Close.",,10919048,1
658454330,2026-07-07T15:53:34Z,UBER,"Tepper’s portfolio is basically one message: AI capex, cloud, and foundry are different legs of the same trade.    $MU at 9.48% stands out most - while everyone watches $NVDA, he’s leaning into memory and HBM.    Keeping $UBER isn’t just momentum; it says he trusts the margin story.",,6987685,5
658447771,2026-07-07T15:09:31Z,UBER,$AUR Just saw that WAABI and $KDK are using LiDAR on a blacklist  that has China tech inside that can be hacked. $AUR  uses in house LiDAR 💪💪💪 $UBER $FDX $BRK.A,Bullish,4202051,88
658446129,2026-07-07T15:00:01Z,UBER,"$UBER Anybody else remember how $GOOGL went sideways/down for a year+ (&#39;24-&#39;25) due to the MASSIVE AI threat...until the market figured out $GOOGL had a highly exploitable platform that would make AI more of an opportunity than a threat?  Been a sweet +150% since then.  Keep the faith, and know the fundamentals",Bullish,205768,48
658444915,2026-07-07T14:53:32Z,UBER,"$UBER Staples are up today. All other Al, Data, &amp; Ai Energies are all down. Uber is now a staple? $WMT $KO $XLE  all up.",Bullish,3748170,63
658440972,2026-07-07T14:34:36Z,UBER,@Eddypgil yes. And Josh Brown is a blathering idiot. He also likes $UBER 🤡🤡💩💩💩,Bearish,1924717,587
658438515,2026-07-07T14:24:08Z,UBER,$UBER did Trump by Uber?,,6310278,47
658437266,2026-07-07T14:18:40Z,UBER,$UBER ceo needs to go Stock has been dead money forever  Overspending endlessly,,1568547,175
658437096,2026-07-07T14:17:56Z,UBER,$UBER 🔥,Bullish,224803,612
658436865,2026-07-07T14:16:51Z,UBER,$UBER has gone completely nowhere in 5 months. The opportunity cost grows by the day.,,10984003,0
658433595,2026-07-07T14:02:24Z,UBER,$AUR $UBER $FDX $BRK.A  https://www.marketbeat.com/instant-alerts/filing-clare-market-investments-llc-purchases-shares-of-654608-aurora-innovation-inc-aur-2026-07-07/,Bullish,4202051,88
658429360,2026-07-07T13:42:47Z,UBER,$DASH got some mojo back especially versus $UBER,,5,389335
658428755,2026-07-07T13:39:53Z,UBER,$UBER position sold,,1892632,210
658428394,2026-07-07T13:38:13Z,UBER,$UBER Directly plus over 1 percent at open and now +/-0 again. Uber is always kidding you,,10919048,1
658427717,2026-07-07T13:35:11Z,UBER,$UBER +$AUR 💪💪💪,Bullish,4202051,88
658425196,2026-07-07T13:16:38Z,UBER,$UBER on yahoo finance the stock just shot up 15% for me the came back down,,10546293,1
658412421,2026-07-07T09:45:42Z,UBER,$UBER btch knows something,,4298342,17
658411742,2026-07-07T09:11:58Z,UBER,$UBER if you still need to pickup your order by yourself it&#39;s not replacing $DASH or $UBER EATS. my best guess is that Gemini will channel the order to UBER or DASH using the best/fastest/cheapest (in the USA). it will expand the total adressable market for delivery. overreacting HF bots sold the news but it&#39;s not negative LT.,,126011,240
658406603,2026-07-07T04:22:15Z,UBER,$SOXL might need to cut $UBER some slack after what this shit did AH like got damn 😂😂😂😂😂 bag holding like shit,,1892632,210
658399715,2026-07-07T01:20:23Z,UBER,"$UBER big call vol from 74C thru 77C for this week, way above normal volume for a monday and well above oi 🧐",Bullish,1065194,331
658396954,2026-07-07T00:21:50Z,UBER,$UBER,,730663,14
658390429,2026-07-06T22:26:29Z,UBER,"$GOOGL $DASH $UBER    Google may be quietly expanding Gemini deeper into everyday consumer behavior.    Reports suggest Google Maps is working on an AI-powered feature that could let users discover restaurants and place food orders directly inside the app.    If rolled out at scale, this could reshape how users interact with local search and potentially create more pressure on existing delivery platforms.    The bigger story is AI moving from a chatbot layer into real-world transactions. Whoever controls the discovery layer has a chance to capture more value from the ecosystem.    Still early, but worth watching how this develops.",,11013265,138
658389253,2026-07-06T22:06:37Z,UBER,I’m running out of cash and stock to sell to buy more $UBER!,,10386729,22
658388789,2026-07-06T22:00:27Z,UBER,"$GOOGL Maps is reportedly working on a Gemini-powered feature that could allow users to discover restaurants and order food directly within the app, potentially creating more competition for platforms like $DASH and $UBER Eats.    Hidden code points to the feature being under development, but it has not been officially released yet. If Google integrates AI-driven discovery with direct ordering, the bigger question is whether this becomes a real threat to food delivery aggregators or simply another distribution channel.",,10835530,945
658387412,2026-07-06T21:39:17Z,UBER,"$UBER $LYFT Seattle is preparing for what could be the largest event in city history as the United States takes on Belgium for the final World Cup match at Lumen Field 🌎🏆  City officials are expecting crowds of over 1,000,000 to pack out downtown, fan zones, restaurants, bars, and transit in the city, creating an event footprint that is expected surpass the Seahawks Super Bowl parade earlier this year",,224803,612
658385293,2026-07-06T21:10:55Z,UBER,$UBER   Literally exactly what I said lol,,6287495,72
658384605,2026-07-06T21:01:00Z,UBER,$UBER  nothing is really understood about this google rumor.  it is a referral code.  it is unclear if google will be furfulling orders or referring to doordash/uber eats.  if google wanted to do it themselves.. they would have to have the in restaurant infrastructure that door dash and uber eats has already.  Not likely,Bullish,9674929,0
658384114,2026-07-06T20:53:59Z,UBER,$AMD $UBER $TSLA $WRD,Bullish,9085698,307
658383750,2026-07-06T20:49:06Z,UBER,"$UBER remains neutral.    Price is still chopping inside the same HTF support zone near $70, right in the golden pocket.    No decisive move yet.    Waiting for a cleaner breakout or breakdown from here.",,6986815,4
658383117,2026-07-06T20:41:17Z,UBER,$UBER I remember when the tiny full QWERTY keyboard was BlackBerry’s secret sauce,,459276,408
658383057,2026-07-06T20:40:35Z,UBER,$UBER I hate this stock... It&#39;s in a trading box for 6 months!,,427262,3
658381016,2026-07-06T20:18:32Z,UBER,$DASH $UBER thanks a lot $GOOGL,,494832,10699
658380636,2026-07-06T20:14:47Z,UBER,$UBER closed at the lowest Point of the day. Damn! What was this sudden Sell Out at the evening???,,10919048,1
658379828,2026-07-06T20:08:01Z,UBER,"$UBER   Uber has paused the majority of its planned food delivery expansion in Europe just months after it was announced, as the San Francisco-based giant continues its effort to acquire its biggest rival on the continent.  The company no longer plans to launch in five of the seven countries it had targeted for expansion this year, including Austria, Norway and Greece.",,3696074,2130
658379728,2026-07-06T20:07:17Z,UBER,$UBER or Lift?,,10891545,13
658378723,2026-07-06T20:00:23Z,UBER,$UBER Tesla cyber cabs gonna put uber and Lyft out of business…,,6802936,14
658377599,2026-07-06T19:52:40Z,UBER,"$UBER $GOOG $GOOGL $DASH $UBER     SCOOP: Google launching Door Dash competitor     Google Maps may soon let you order food with Gemini, cutting out apps like DoorDash     https://www.androidcentral.com/apps-software/google-maps-is-about-to-start-ordering-your-takeout-for-you",,224803,612
658377596,2026-07-06T19:52:38Z,UBER,$DASH $UBER still sliding on this news,,142258,35840
658377297,2026-07-06T19:50:19Z,UBER,$UBER breaking news: uber has cured cancer,,649421,23
658376339,2026-07-06T19:41:07Z,UBER,$UBER initiating a position here,,1479374,170
658376244,2026-07-06T19:40:17Z,UBER,$UBER loading …,Bullish,10856349,5
658376198,2026-07-06T19:39:55Z,UBER,$UBER WTF did I miss this is just running down?!,,8757604,5
658375754,2026-07-06T19:35:48Z,UBER,$UBER smfh I swear if I had puts 😂😂😂😂😂,,1892632,210
658375613,2026-07-06T19:34:26Z,UBER,$UBER why?,,8524766,54
658375330,2026-07-06T19:31:33Z,UBER,$UBER Classic evening dump. Whole day was a mess...  Again,,10919048,1
658374999,2026-07-06T19:28:24Z,UBER,@Jeremymartin007 @simon58 @judgeyoung2 @cubie @jenbunn @ribbey @EBE_day @TraderRapp @Godreal1 @tonyctl $UBER Nancy should now sell $UBER and buy $GOOGL,,1367630,37
658374957,2026-07-06T19:28:03Z,UBER,$UBER one of those days where they refuse to let it go,,8524766,54
658374929,2026-07-06T19:27:45Z,UBER,$DASH $GOOG $GOOGL $UBER,,349618,4553
658374860,2026-07-06T19:27:13Z,UBER,@Jeremymartin007 @simon58 @judgeyoung2 @cubie @jenbunn @ribbey @EBE_day @TraderRapp @Godreal1 @tonyctl $UBER Uber eats 😂,,1367630,37
658374546,2026-07-06T19:24:40Z,UBER,"Appaloosa reportedly up 32% in 1H26.    Tepper’s top weights look pretty clean:  $AMZN 15.16%  $MU 9.48%  $GOOG 8.38%  $UBER 7.68%  $TSM 7.56%    Mix of mega-cap growth, AI/foundry exposure, and cyclical optionality",,6986754,10
658374450,2026-07-06T19:23:54Z,UBER,"$GOOG $GOOGL $DASH $UBER     SCOOP: Google launching Door Dash competitor     Google Maps may soon let you order food with Gemini, cutting out apps like DoorDash    Hidden code in the latest Google Maps app points to an upcoming &quot;Ask Maps to order food&quot; feature, but it&#39;s not live yet    https://www.androidcentral.com/apps-software/google-maps-is-about-to-start-ordering-your-takeout-for-you",,142258,35840
658374016,2026-07-06T19:19:32Z,UBER,"$UBER long.  Playing for 80$, possibly in 5 days.",,917499,2319
658371848,2026-07-06T18:59:10Z,UBER,$LCID PAMP IT   $SPY $TSLA $RIVN $UBER,Bullish,7379409,0
658367449,2026-07-06T18:16:58Z,UBER,$UBER when do we hit $100?,Bullish,8524766,54
658357137,2026-07-06T16:50:38Z,UBER,"Hope everyone had a great 4th. I spent my weekend dealing with numerous Uber &amp; Lyft drivers who, it would seem, just entered this country 6 days ago &amp; all it took to secure a job driving people around is being able to prove you know less than 3 words of English. Suffice it to say, I found out I am still capable of walking 146.2 miles in a 3 day period. So it&#39;s with calf muscles that can stop a bullet I give u...    THE MIDDAY STOCK MARKET REVIEW  ( The I&#39;d walk a mile for a CAMEL but I&#39;ll wind up walking a lot further if I call an Uber Edition )    $NGEN Looks like another offering but holding up ok so far.    $LKNCY I&#39;ll never be WOKE but my Chinese coffee is sure starting to finally wake back up.    $UBER Wonder if yer plunging SP over the past few months has anything to do with hiring drivers native to the planet Saturn.    $MAIN Continues to rise faster than an old man with a bottle of blue pills.    $BURU Doubled my position today &amp; have no doubt those 4 shares will pay off.    😁",Bullish,2053174,2685
658353512,2026-07-06T16:19:19Z,UBER,"$UBER Indices, the ‘Big 7’, tech, AI, storage, software – almost everything is up. No surprise that Uber is down...",,10919048,1
658353005,2026-07-06T16:15:52Z,UBER,$UBER added some next week $75 for $1.3 vs LOD,Bullish,1190075,49
658347607,2026-07-06T15:34:26Z,UBER,$UBER 👀,,224803,612
658346725,2026-07-06T15:27:26Z,UBER,$UBER,,224803,612
658346541,2026-07-06T15:26:05Z,UBER,$UBER need a take off 🚀🚀🚀,,1892632,210
658344238,2026-07-06T15:09:36Z,UBER,$UBER $73.50 is at the top of my setup let’s get there a successful day trade that would be,,1892632,210
658343297,2026-07-06T15:03:20Z,UBER,$UBER great value,Bullish,4653505,2
658340726,2026-07-06T14:46:23Z,UBER,$UBER worst fucking stock ever,,4683176,18
658340213,2026-07-06T14:43:18Z,UBER,"$UBER  entry here, $70&#39;s again? Boat UBER anyone?",Bullish,924731,228
658337659,2026-07-06T14:27:55Z,UBER,$UBER trading career is an oxymoron. Look up what percentage of traders ate profitable after 5 years doing it.,,9985515,29
658336825,2026-07-06T14:22:33Z,UBER,$UBER brutal,,8891283,56
658336593,2026-07-06T14:21:06Z,UBER,$UBER $DKNG two worst stocks in the market 🤮🤬,,9589692,59
658335224,2026-07-06T14:13:08Z,UBER,$UBER bought the dip and the dip kept on dipping,,1892632,210
658335055,2026-07-06T14:12:04Z,UBER,$PYPL $UBER  Sold more Cash Secured Puts today.,Bullish,1065595,830
658334725,2026-07-06T14:10:08Z,UBER,$UBER and Here we are again at  values of march. Nearly no growth since 5 month. My bag holds a Lot of Uber. Worst decision in my whole Trading &quot;Carrier&quot; 😁,,10919048,1
658334559,2026-07-06T14:09:14Z,UBER,$UBER  @greyoptions @leifstocks @SireLancelot Bot Copy traders getting wrecked,,8895649,204
658334148,2026-07-06T14:06:57Z,UBER,$UBER pelosi,,4298342,17
